video_url,comentario,autor
https://www.youtube.com/watch?v=luTkEGY5ixM,“your generation just doesn’t want to work anymore” coming from my coworker while I’m at work actually covering a shift from the same middle aged person that keeps calling out.,@bayleaf9441
https://www.youtube.com/watch?v=luTkEGY5ixM,"Unironically the line ""nobody wants to work anymore"" has been said since the time of king's and queens, people just want serfs again and thats how they say it lol",@mep15067
https://www.youtube.com/watch?v=luTkEGY5ixM,Pisses me off because I’ve tried so fucking hard.,@pde8444
https://www.youtube.com/watch?v=luTkEGY5ixM,I don’t think anybody ever wanted to work. The difference is being willing to work and I think everyone is willing to work because we need money to live or else.,@12times21
https://www.youtube.com/watch?v=luTkEGY5ixM,I hope it activates your fight response if you know what i mean,@vgnhdhe
https://www.youtube.com/watch?v=luTkEGY5ixM,fkn this! they literally destroyed the economy then blame younger generations for its destruction,@lasciviouspaine
https://www.youtube.com/watch?v=luTkEGY5ixM,"I was in a waiting room in a clinic when I heard that. She was complaining about the nurses, when I knew they were understaffed. Nobody wants to do the job of 3 people for 1990 pay, more like.",@Julia-l2s8w
https://www.youtube.com/watch?v=luTkEGY5ixM,I had one who’s parents are millionaires and who’s husband makes 22 million a year tell me I’m lazy for leaving on my scheduled time😂,@jeremiahtrashgamer3419
https://www.youtube.com/watch?v=luTkEGY5ixM,"OK BOOMER still works wonders, just use that.",@ArsonAardvark
https://www.youtube.com/watch?v=luTkEGY5ixM,Retired boomers have no place speaking on the shit we deal with as genz and millenials.,@SenpaiTheExplorer
https://www.youtube.com/watch?v=luTkEGY5ixM,Just mention social security is socialism,@Junkdogray5807
https://www.youtube.com/watch?v=luTkEGY5ixM,i have a screenshot of multiple newspaper starting from the 19th or early 20th century about how no one wants to work anymore. meanwhile in some areas during medieval europe people worked only 150 days a year,@RustingPeace
https://www.youtube.com/watch?v=luTkEGY5ixM,Yeah lol there’s not much left to work for anyways.,@claptainfalcon1979
https://www.youtube.com/watch?v=luTkEGY5ixM,That boomer rhetoric will have you in the ward for sure. Especially if you grew up with it.,@gnawkerrr
https://www.youtube.com/watch?v=luTkEGY5ixM,"As a Gen x or what the kids call Boomer.  The Gen X who say that are only aware of the stereotypes that social media puts out there. I respect y’all for not having blind loyalty to work over life balance.  My generation and the original boomers would work ourselves into oblivion neglecting our health and family.   Also there are plenty us 40 plus with the experience that are laid off with 20 plus years of experience, stuck in the same cycle figuring out how we are going to take care of our families, and you’re completely done if you’re laid off over 60.  If you’re young like I said in my other comment, the military is a viable option.  It’s my only regret not at least exploring that route when I couldn’t land a job out of college 25 years ago.",@IntoleranceForStupidity
https://www.youtube.com/watch?v=luTkEGY5ixM,That quote starts to make me foam at the mouth because it’s so entitled and ignorant.,@tofugamer2082
https://www.youtube.com/watch?v=luTkEGY5ixM,"If someone said that to my face my response would be that I actually work 3 jobs and I am a single young adult who is self-sufficient and keeps a roof over her heard and food in her belly, then I would knock them out",@cocoaberri
https://www.youtube.com/watch?v=luTkEGY5ixM,"You all, are not deserving of the wisdom I wish to bestow upon thee. Where the wisdom I must share, must break your world view. Therefore I banish it to the back of my mind. It is up to you to see what you say and how you can look saying it.",@nosoval
https://www.youtube.com/watch?v=luTkEGY5ixM,lmao I’m a gm of a U-Haul at 26 years old my manager was 56 retired when I took over and literally I hire 4 people that work 3 days and quit all they have to do is sit at a computer and answer the phone every now n then no one wants to work period 😂,@jamesreising470
https://www.youtube.com/watch?v=luTkEGY5ixM,"Either that or they judge you for working two jobs lmao, so out of touch.",@zman91701
https://www.youtube.com/watch?v=luTkEGY5ixM,Many entry level positions have been lost to AI or automation as well.,@kylevalentine2507
https://www.youtube.com/watch?v=luTkEGY5ixM,Don't let it get under your skin. You can dismiss their comments automatically as delusional.,@Jenkkimie
https://www.youtube.com/watch?v=luTkEGY5ixM,They could pay for their entire 2 semesters of college tuition with a summer job and they have the audacity to call gen z lazy 😂they literally live in a fantasy world where they’re so used to live benefiting from imperial super profits and got set up for life back when the economy was still good that they can’t even comprehend the world that gen z is living in cause they live in their pampered boomer world where they haven’t had to do a day of hard work in the better part of half a century,@Indiofoo760
https://www.youtube.com/watch?v=luTkEGY5ixM,"Yep, and that same boomer that now has to go back to work💀",@UserError-g4l
https://www.youtube.com/watch?v=luTkEGY5ixM,People fr don’t want to train like no job is really that hard to do any job can be taught unless you’re a doctor or scientist or something like that,@loganmiles9986
https://www.youtube.com/watch?v=luTkEGY5ixM,"Its just fight that this point. No flight. I'm done running, I'm just throwing hands.",@Con5tantine
https://www.youtube.com/watch?v=luTkEGY5ixM,Its honestly a winter soldier code at this point.,@Gurry45
https://www.youtube.com/watch?v=luTkEGY5ixM,Tell them “old people don’t want to live anymore”,@hiki9911
https://www.youtube.com/watch?v=luTkEGY5ixM,I've had boomers tell me AT MY JOB tell me no one wants to work anymore.  WHY I'M WORKING!,@TheEventide
https://www.youtube.com/watch?v=luTkEGY5ixM,"WHat? I know you all want to work. I know you want to work at what you’ve been trained for. I’m a boomer, and I know this thread sees me as some sort of enemy, but, I on your side. You are right. I see the problem as AI, it’s coming for everyone. Im a a nurse but who knows? I’ve seen what’s been happening, job loss to technology, housing loss to ‘investment’ portfolios. This is wrong. As only one person, I don’t know what to do. But….i have a small house, I need it to live in, but when I go, I promise you , it will never, ever be sold to a corporation. That’s what my family, sold it to an ACTUAL family,did when we sold my mother’s and that is what will happen when we sell my house….to a family, regardless  of how much money an *sshole investment offers.",@debbiemassey7711
https://www.youtube.com/watch?v=luTkEGY5ixM,I can assure you that the only people who don't want to work are the people with jobs,@SirMatthew
https://www.youtube.com/watch?v=luTkEGY5ixM,I’m gonna start identifying as a fucking penguin,@DaxTCrowley
https://www.youtube.com/watch?v=luTkEGY5ixM,Damn I’m sorry random peoples words weigh so heavy on you,@moosewalls
https://www.youtube.com/watch?v=luTkEGY5ixM,and then... will you just throw a tantrum and start crying in the floor while you wait for somebody to bring you a matcha latte and a rainbow flag?,@TheJamonLance
https://www.youtube.com/watch?v=luTkEGY5ixM,Dude what is your problem. ​ @TheJamonLance,@Gurry45
https://www.youtube.com/watch?v=luTkEGY5ixM,AI is coming for most jobs anyway. Meanwhile the blue collar still can't get gen z to work there.,@ChadsOfChristmasPasts
https://www.youtube.com/watch?v=luTkEGY5ixM,​ @ChadsOfChristmasPasts because theres no point working a job that can even pay for basic needs.,@YourLoveableBard
https://www.youtube.com/watch?v=luTkEGY5ixM,"No, we're there we've just gotten sick of building peoples dreams for nothing in return",@DragonOfTheWeast
https://www.youtube.com/watch?v=luTkEGY5ixM,"@ChadsOfChristmasPasts Even this isn’t true. The job search for blue collar jobs is rough. Will not contact back, require more and more qualifications for entry level every year. That and the unions are packed",@wedoalittletrolling5673
https://www.youtube.com/watch?v=luTkEGY5ixM,"As an employed Gen X tho in  on the floor retail,  I’ve got kids not smart enough to push a broom let alone do higher functioning stuff.  And they all think they’re up for manager in three weeks",@JillPenton
https://www.youtube.com/watch?v=luTkEGY5ixM,"⁠ @JillPenton  ok, and? They’re apparently working with a condescending Gen Xer. As a former retail worker, middle management in retail isn’t exactly a bastion of intellect most of the time anyway.",@DanniDorito
https://www.youtube.com/watch?v=luTkEGY5ixM,"I always chuckle when someone from the younger generations uses a disparaging term for older people, when at the same time the same young age group are known to be more sensitive about words and discrimination. Hypocrisy is funny",@ozbelltemp
https://www.youtube.com/watch?v=luTkEGY5ixM,​ @ozbelltemp  what? theyre literally the baby boomer generation.... we dont get mad at being called zoomers.... bc its just a faster way to say gen z. calling a literal label that existed before we were born discrimination is funny 😂😂,@duckiekay7347
https://www.youtube.com/watch?v=luTkEGY5ixM,"@ozbelltemp  back to bed now, peepaw",@DanniDorito
https://www.youtube.com/watch?v=luTkEGY5ixM,"@ozbelltemp  This is so funny because Gen Z are just like ""don't call minorities slurs you fucking freak"", and then we say ""Boomers"" (Yknow??? Like Baby Boomers??? The Baby Boom after the war??? Baby Boomers???) and old people get offended. All that talk about thick skin, and y'all can't even handle objective based language. It's not like we're calling you a slur, you just ARE Boomers 😂",@2thDkae
https://www.youtube.com/watch?v=luTkEGY5ixM,"It's even more humiliating when they actually call you in for an interview and after weeks of thinking you're finally gonna get a job, hours of perfecting resumes, making sure you're dressed up nice for the big day, they tell you to your face ""You're not what we're looking for right now"" 😭😭",@kamii_kaizen
https://www.youtube.com/watch?v=luTkEGY5ixM,"​ @kamii_kaizen I prefer that to being told, ""oh you're great! We'll give you a call in a few days"" and then ghosting you",@lily_astral
https://www.youtube.com/watch?v=luTkEGY5ixM,"@kamii_kaizen  frrrrr I applied to fleet farm for floor sales, and OMG I dressed up like I should, (I’m a boy btw) they brought me in for an interview with the general manager, and I promise you I’m more than qualified for the job, and they still did not hire me. 😢",@Bentleystar-y3e5s
https://www.youtube.com/watch?v=luTkEGY5ixM,They do it on purpose to make people feel powerless so we don't try to change anything,@MaxOakland
https://www.youtube.com/watch?v=luTkEGY5ixM,For sure. I had one interviewer pick apart my entire resume and basically berate me for an hour or 2 about why I shouldn’t have put basically anything onto it,@Aves_1
https://www.youtube.com/watch?v=luTkEGY5ixM,"Just went for an interview, the HR literally told me after that they weren’t hiring but is just doing interview to hit the monthly fking quota for it as it’s required by his boss. JFC",@232Invoker
https://www.youtube.com/watch?v=luTkEGY5ixM,"Nah, I applied and got an interview and then was told to call back on Monday. I called on Monday and was told both of the managers went on a cruise. 😭",@ShedFreak0.2
https://www.youtube.com/watch?v=luTkEGY5ixM,"It always was. I started applying for work shortly after 2008. I filled out 100s of applications and was lucky if I got 1 or 2 interviews out of it, so I get what Gen Z is saying.",@thedude8526
https://www.youtube.com/watch?v=luTkEGY5ixM,It's the fact your parents can evict you from the house if your not making income but we're literally in a job crisis right now...,@gohan2791
https://www.youtube.com/watch?v=luTkEGY5ixM,I've raised my kids and now I need to start working and I don't even know how to apply anymore it's ridiculous. It really is humiliating trying to get a job at the grocery store at this point. I'm getting scared,@lauracatherine9925
https://www.youtube.com/watch?v=luTkEGY5ixM,"I did an interview for a small new company. They are not paying for lunch, an hour and a half drive from my home AND dont pay for extra hours. The HR lady started the interview by saying "" im sorry but your resume is so so bad. Its plain, black and white, looks like you dont care about standing out."" I ended up getting the position but quit before my first shift, because wtf is this even.",@shhitsasecret4858
https://www.youtube.com/watch?v=luTkEGY5ixM,It was a humiliation thing 2019  I applied for so many jobs got interviews and never got the job.  I bought a business that was already successful a turnkey business and now I m begging God to sell it so i can stop working soo much,@MompreneurDiary
https://www.youtube.com/watch?v=luTkEGY5ixM,Joke's on you. I'm into that stuff.,@Eye_of_a_Texan
https://www.youtube.com/watch?v=luTkEGY5ixM,Literally like Literally literally,@MolonLabe24.7
https://www.youtube.com/watch?v=luTkEGY5ixM,"Wait until I tell you that people used to bring CV in person and had to talk to other humans every time. 😂 As a person who briefly worked in recruitment, HR doesn't giggle maniacally when they hit the automatic email response. Unless you write absolutely unhinged application, literally no one cares and you shouldn't, too.",@maewillow5680
https://www.youtube.com/watch?v=luTkEGY5ixM,"@maewillow5680  Except that's exactly the issue. No one cares. So everybody ends up wasting everybody's time, which leads to it feeling like a humiliation ritual.",@Cherryblossoms110
https://www.youtube.com/watch?v=luTkEGY5ixM,Yeah y’all need to be humbled. An immigrant comes in and prosper while fools that got participation trophy whine and cry 😂,@romusa9204
https://www.youtube.com/watch?v=luTkEGY5ixM,@romusa9204  sorry i don't want to work as food delivery biker on demand and live in poverty :0,@wS21z.
https://www.youtube.com/watch?v=luTkEGY5ixM,Why? Because you have literally nothing to offer? Yeah... I guess that sucks,@Sagegabs
https://www.youtube.com/watch?v=luTkEGY5ixM,"​ @Sagegabs 6/10 ragebait. Good and believable ragebait to provoke people in social media. Not so believable for more experienced users, however much better than average",@user-jx6rf9zc5ler
https://www.youtube.com/watch?v=luTkEGY5ixM,​ @Sagegabs  you seem to be bad at understanding people,@musicalsaber6433
https://www.youtube.com/watch?v=luTkEGY5ixM,"​ @Sagegabs You are not only blind to the problem, but part of it.",@PigGuy2301
https://www.youtube.com/watch?v=luTkEGY5ixM,Fr. I called up at a place once after putting in an application and they gave me hella attitude saying “Oh we’ll call YOU if we wanted to interview you..” like bruh if you would give me an actual response I wouldn’t have to call up.,@UncleEugene72
https://www.youtube.com/watch?v=luTkEGY5ixM,"Dude if you apply to 2,000 companies and don't hear back, it's you. You're either applying to fake positions or your resume is crap. Applying to jobs is hard but that's excessive.",@Wft-bu5zc
https://www.youtube.com/watch?v=luTkEGY5ixM,Dont forget pending lmia exception 😩,@brea557
https://www.youtube.com/watch?v=luTkEGY5ixM,"!! I go in person, and they tell me to apply via Indeed. Fellow Canadian and it’s rough out here",@bunnyfrosting1744
https://www.youtube.com/watch?v=luTkEGY5ixM,@bunnyfrosting1744 wait it’s bad in canada too?!! - asking for an american 😭,@RK38482
https://www.youtube.com/watch?v=luTkEGY5ixM,"Oh or the JobBank; it gives you their email and is like ""good luck bro! Hope you can be professional enough to get them to respond to you!""",@Aerymir
https://www.youtube.com/watch?v=luTkEGY5ixM,The government job bank doesn't actually have jobs posted. It's all LMIA scams (they have to have proof of a job posting being up for some amount of time) before they're allowed to apply for an LMIA,@ANGHELLOUS
https://www.youtube.com/watch?v=luTkEGY5ixM,This is the scary part about indeed. In the western world its often the ONLY major job board. They have millions if not hundreds of millions of CVs going through there system every day,@Searly255
https://www.youtube.com/watch?v=luTkEGY5ixM,I had job where I did a temp receptionist position for three days . They had a logistics position open that I had years of experience in interviewed didn’t hire me for that role and  “forgot” to pay me I had to email them. They reached out to me a year later to do another three day temp work .,@Kaylagregg2076
https://www.youtube.com/watch?v=luTkEGY5ixM,"Then have indeed tell you you need to apply through the company site then have the company site tell you you need a resume then you type one up but it isnt the right file tipe jpg, pdf, ect. Or indeed sends you to another job app that you need to download to apply for the job cause the company only takes applications through that app.... Jump through 3 burning hoops to get a job jumping through burning hoops to do a job no one else wants....",@andrewbehn3678
https://www.youtube.com/watch?v=luTkEGY5ixM,Indeed really wouldn't suck if employers actually checked... 😒,@kaykat0134
https://www.youtube.com/watch?v=luTkEGY5ixM,Wow I didn't realize it was bad in Canada too :(,@Namak91
https://www.youtube.com/watch?v=luTkEGY5ixM,I was told I should put an ad in the paper......hahahaha,@dellarae
https://www.youtube.com/watch?v=luTkEGY5ixM,ive gotten all my jobs on indeed whats wrong with it?,@aliyahsakeena
https://www.youtube.com/watch?v=luTkEGY5ixM,@aliyahsakeena how actually how 😭,@Veebleverble21
https://www.youtube.com/watch?v=luTkEGY5ixM,Exactly. And I try to find local hiring and they never answer back whether I fill out my background or not. Some of the applicants sent me to Facebook?!,@huntern4454
https://www.youtube.com/watch?v=luTkEGY5ixM,Fellow Canadian. Blue collar is the only thing that is hiring with good pay.,@Deaganerate
https://www.youtube.com/watch?v=luTkEGY5ixM,"man i live 30+ mins away from everywhere, it costs too much to physically go in to 20 locations a day and fill out papers",@omnilov3rr
https://www.youtube.com/watch?v=luTkEGY5ixM,"@omnilov3rr  you gotta go on an adventure buddy.  3 years ago I got kicked out of my dads house in the middle of nowhere in BC. I ended up in Alberta making good money. Dont let inhibitions stop you from moving and finding a place and job that makes you happy. No matter the cost you must succeed, ultimately you should never live to be close to your parents or your friends. Love finds ppl across the entire planet. But you can only find yourself.",@Juniorthepuppymaker
https://www.youtube.com/watch?v=luTkEGY5ixM,You have to have a covering letter with the indeed applications even though it says optional. They do actually notice,@DWbo-r7v
https://www.youtube.com/watch?v=luTkEGY5ixM,Facts! I dislike that it’s so inescapable,@bernhardinek
https://www.youtube.com/watch?v=luTkEGY5ixM,"That’s weird people say this, because all the jobs I’ve gotten were through indeed.",@firstnamelastname956
https://www.youtube.com/watch?v=luTkEGY5ixM,My favourite is when you have to click through five different websites just to finally reach the original job post; only to find out it doesn’t even exist anymore.,@IG7799-c4u
https://www.youtube.com/watch?v=luTkEGY5ixM,I actually used indeed to apply for a job. Although i got none because i was already hired by another store that fit my schedule since i have a kid.   I have been called by those indeed applications for an interview. I do know a lot of them are scams but you just gotta make sure its a legit posting and check the original website before applying.,@ughmuggles1815
https://www.youtube.com/watch?v=luTkEGY5ixM,"If it's on indeed, it's usually a scam.  I found that applying on the company's website was much easier and safer than trying to apply on a third party site that allows any job post regardless of its legitimacy.",@TheIdioticHistoryBuff990
https://www.youtube.com/watch?v=luTkEGY5ixM,"Go in person and hand them a physical piece of paper. Or talk to friends and see if anyone is working someplace thats hiring.   Im not trying to be disrespectful and tell you you’re doing something wrong. Ideally what young people are doing should work. But in the world we live in you have to stand out and leave impressions and a bunch of words that gets reviewed by AI looking for key words is not how you stand out. Print off 10-20 copies of your resume after putting it through an AI resume creator, and hand it out to a bunch of places in town you would enjoy working at. Keep one or two in case you go to a cat cafe or something and they happen to be hiring and the rest is waiting sadly.",@Juniorthepuppymaker
https://www.youtube.com/watch?v=luTkEGY5ixM,@Juniorthepuppymaker  most places won’t acknowledge real paper now,@j.b.111
https://www.youtube.com/watch?v=luTkEGY5ixM,Just go to the company website and apply there then,@Forcebewithyou594
https://www.youtube.com/watch?v=luTkEGY5ixM,​ @Forcebewithyou594  the point is that most company websites redirect you to places like indeed,@danieltrejo9680
https://www.youtube.com/watch?v=luTkEGY5ixM,It’s not indeed entirely - it’s just because it’s one of the biggest job search sites. You need to use some due diligence and look to see if it actually seems real.  Also gotta say to stop applying for remote jobs,@taylorb9860
https://www.youtube.com/watch?v=luTkEGY5ixM,Yeah it's really disappointing seeing fellow millennials just slowly turning into the cursed boomer generation all over again.,@shinjite06
https://www.youtube.com/watch?v=luTkEGY5ixM,​ @shinjite06 The eternal Boomer is in all of us. Just raise someone with instant succss and a lack of appreciation for the hard work and systems that set them into their place of success and they too can become an entitled narcissist Boomer. Its something we all need to watch as we get older and if the economy ever does pick back up. And remember that it can happen to your kids if you arent careful.,@Canadish
https://www.youtube.com/watch?v=luTkEGY5ixM,@shinjite06 we aren’t. We just think that maybe genz should step up and actually fight for change. Millenials turn out to vote at least.,@Mouradin1224
https://www.youtube.com/watch?v=luTkEGY5ixM,​@shinjite06 And I think Gen Z will turn into that too. It's sad.,@ranfan1820
https://www.youtube.com/watch?v=luTkEGY5ixM,"Exactly, these endless articles sh*tting on Gen Z is the same thing they did to millennials 10 years ago. They strum up hatred for profit.",@Ella-g2m
https://www.youtube.com/watch?v=luTkEGY5ixM,"I can at least say, most Millennials have sympathy. Most.  Most of use remember the post 2008 suffering. You guys are alright.",@Canadish
https://www.youtube.com/watch?v=luTkEGY5ixM,@Canadish yeah most millennials are chill but i think a lot of them are mad about gen z clowning on them now too or were too hardened by gen y,@donttalktomebye
https://www.youtube.com/watch?v=luTkEGY5ixM,People who shit on the next generation coming up r always stupid I worked with gen z n they cool,@ashmot3756
https://www.youtube.com/watch?v=luTkEGY5ixM,"And Genxers and Boomers before...it's nothing new to shit on whoever is the youngest gen at any given time. I very much remember my gen being called the ""me"" generation when I was finishing high school.",@Y2Kikii
https://www.youtube.com/watch?v=luTkEGY5ixM,I am a millennial and I definitely don’t think this. I am jobless rn.,@AL-go2mv
https://www.youtube.com/watch?v=luTkEGY5ixM,It's insane to see some millennials do that,@MaxOakland
https://www.youtube.com/watch?v=luTkEGY5ixM,"Complaining about ""youths these days"" is as old as humanity. I remember, like ten years ago, that a lot of people from my generation said that they will never become like that and work together and support gen z instead. Really disapointing to see so many not staying true to that now.",@Companion92
https://www.youtube.com/watch?v=luTkEGY5ixM,"It's misery loves company. Colorfully called the asshole system. You suffered, you assume others should have to too. Boomers are the epitome of this. They complained that Greatest held the power forever and made decisions on behalf of generations that would be around to deal with the consequences. In turn, they became that and more.  It's a historically accurate thing. The only part that breaks it down is education and people remembering the struggle and going ""that absolutely wasn't fair, why the hell is this still happening? I should have had to go through it and neither should anyone else.""",@vixxcelacea2778
